MovieID,SegStart,SegEnd,AM_Label,Alarm clock,Animal,Bird,"Bird vocalization, bird call, bird song","Chirp, tweet",Cricket,Door,Environmental noise,Glass,Gong,Liquid,Music,Noise,Plucked string instrument,Pour,Silence,Singing bowl,Snake,Speech,"Splash, splatter",Tap,"Trickle, dribble",Ukulele,Vehicle,Water,White noise,Wild animals
3,455.5,461.5,MD-LO,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3,473.5,479.5,MD-LO,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
3,492.5,498.5,AMY-HI,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
3,497.5,503.5,MD-LO,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
3,507.5,513.5,MD-HI,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
3,522.5,528.5,AMY-LO,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
3,524.5,530.5,MD-HI,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3,529.5,535.5,AMY-HI,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
3,546.5,552.5,MD-LO,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3,549.5,555.5,AMY-HI,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3,565.5,571.5,MD-HI,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
3,569.5,575.5,AMY-LO,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
3,584.5,590.5,MD-LO,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3,594.5,600.5,AMY-HI,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
3,604.5,610.5,MD-LO,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
3,616.5,622.5,MD-HI,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3,719.5,725.5,AMY-LO,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,727.5,733.5,MD-HI,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,780.5,786.5,MD-HI,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
